Species,Antigen,Clone,Catalog no.,Flurochrome,Product name,Acetone human,4% PFA human,FFPE human,FFPE human RNAsky,Acetone mouse,4% PFA mouse,FFPE mouse,Gene names,Antibody type,Company
human,Nanog,REA314,130-117-377,PE,"Nanog Antibody, anti-human, REAfinity™",no,yes,yes,,,,,NANOG,REA,Miltenyi
human,Napsin-A,REAL1489,130-133-115,Vio B515,"Napsin-A Antibody, anti-human, REAdye_lease™",,,yes,,,,,NAPSA; KAP; Kdap; NAP1; NAPA; SNAPA,REAL,Miltenyi
human,Natriuretic peptides A,REAL817,130-129-679,APC,"Natriuretic Peptides A Antibody, anti-human, REAdye_lease™",,,yes,,,,,NPPA; ANF; ANP; CDD; CDP; PND; ATFB6; ATRST2; CDD-ANF,REAL,Miltenyi
human,Natriuretic peptides A,REAL817,130-129-693,PE,"Natriuretic Peptides A Antibody, anti-human, REAdye_lease™",,,yes,,,,,NPPA; ANF; ANP; CDD; CDP; PND; ATFB6; ATRST2; CDD-ANF,REAL,Miltenyi
human,Nestin,REAL1417,130-132-500,Vio B515,"Nestin Antibody, anti-human, REAdye_lease™",,yes,yes,,,,,NES; Nbla00170,REAL,Miltenyi
"human, mouse",NeuN,REAL805,130-132-800,Vio B515,"NeuN Antibody, anti-human/mouse, REAdye_lease™",,yes,,,,yes,,FOX-3; FOX3; HRNBP3; NEUN; RBFOX3; FOX-3; NEUNA60,REAL,Miltenyi
"human, mouse, rat",NeuN,REA1131,130-119-494,APC,"NeuN Antibody, anti-human/mouse/rat, REAfinity™",yes,yes,yes,,,yes,,FOX-3; FOX3; HRNBP3; NEUN; NEUNA60; RBFOX3; RGD1560070,REA,Miltenyi
"human, mouse, rat",NeuN,REA1131,130-119-492,FITC,"NeuN Antibody, anti-human/mouse/rat, REAfinity™",yes,yes,yes,,,yes,,FOX-3; FOX3; HRNBP3; NEUN; NEUNA60; RBFOX3; RGD1560070,REA,Miltenyi
"human, mouse, rat",NeuN,REA1131,130-119-493,PE,"NeuN Antibody, anti-human/mouse/rat, REAfinity™",yes,yes,yes,,,yes,,FOX-3; FOX3; HRNBP3; NEUN; NEUNA60; RBFOX3; RGD1560070,REA,Miltenyi
"human, mouse",Neurofilament,REA1127,130-119-497,APC,"Neurofilament Antibody, anti-human/mouse, REAfinity™",yes,yes,yes,,,yes,,AI847934; CMT1F; CMT2E; CMTDIG; NEFL; NF-L; NF68; NFL; PPP1R110,REA,Miltenyi
"human, mouse",Neurofilament,REA1127,130-119-495,FITC,"Neurofilament Antibody, anti-human/mouse, REAfinity™",yes,yes,yes,,,yes,,AI847934; CMT1F; CMT2E; CMTDIG; NEFL; NF-L; NF68; NFL; PPP1R110,REA,Miltenyi
"human, mouse",Neurofilament,REA1127,130-119-496,PE,"Neurofilament Antibody, anti-human/mouse, REAfinity™",yes,yes,yes,,,yes,,AI847934; CMT1F; CMT2E; CMTDIG; NEFL; NF-L; NF68; NFL; PPP1R110,REA,Miltenyi
"human, mouse",Neurofilament H (200 kD),REAL790,130-129-274,FITC,"Neurofilament H (200 kD) Antibody, anti-human/mouse, REAdye_lease™",,yes,yes,,,yes,,NEFH; CMT2CC; NFH; NF-H; NF200; MKIAA0845,REAL,Miltenyi
"human, mouse",Neurofilament M (160 kD),REAL962,130-127-949,APC,"Neurofilament M (160 kD) Antibody, anti-human/mouse, REAdye_lease™",no,no,yes,,,no,,NEFM; NFM; NEF3; NF-M; NF160; NF165,REAL,Miltenyi
"human, mouse",Neurofilament M (160 kD),REAL962,130-129-275,FITC,"Neurofilament M (160 kD) Antibody, anti-human/mouse, REAdye_lease™",yes,yes,yes,,,yes,,NEFM; NFM; NEF3; NF-M; NF160; NF165,REAL,Miltenyi
human,NF-κB p65 pS529,REA348,130-124-251,APC,"NF-κB p65 pS529 Antibody, anti-human, REAfinity™",no,yes,no,,,,,NFKB3; P65; RELA,REA,Miltenyi
human,NF-κB p65 pS529,REA348,130-123-548,FITC,"NF-κB p65 pS529 Antibody, anti-human, REAfinity™",no,yes,no,,,,,NFKB3; P65; RELA,REA,Miltenyi
human,NF-κB p65 pS529,REA348,130-120-252,PE,"NF-κB p65 pS529 Antibody, anti-human, REAfinity™",no,yes,no,,,,,NFKB3; P65; RELA,REA,Miltenyi
"human, mouse",Nicotinic Acetylcholine Receptor,REAL799,130-127-940,PE,"Nicotinic Acetylcholine Receptor Antibody, anti-human/mouse, REAdye_lease™",yes,yes,yes,,,,,CHRND; ACHRD; CMS2A; CMS3A; CMS3B; CMS3C; FCCMS; SCCMS; ACHR-4,REAL,Miltenyi
"human, mouse",Nicotinic Acetylcholine Receptor,REAL799,130-131-052,Vio B515,"Nicotinic Acetylcholine Receptor Antibody, anti-human/mouse, REAdye_lease™",,yes,yes,,,,,CHRND; ACHRD; CMS2A; CMS3A; CMS3B; CMS3C; FCCMS; SCCMS; ACHR-4,REAL,Miltenyi
mouse,NK1.1,PK136,130-117-528,APC,"NK1.1 Antibody, anti-mouse",,,,,yes,no,,AI462337; CD161; KLRB1B; KLRB1C; LY-55C; LY-59; LY55C; LY59; NK-1; NK-1.2; NK-RP1; NK1; NK1.1; NK1.2; NKR-P1.9; NKRP1; NKRP140; NKRP1B; NKRP1C,Hybridoma,Miltenyi
mouse,NK1.1,PK136,130-116-504,PE,"NK1.1 Antibody, anti-mouse",,,,,yes,no,,AI462337; CD161; KLRB1B; KLRB1C; LY-55C; LY-59; LY55C; LY59; NK-1; NK-1.2; NK-RP1; NK1; NK1.1; NK1.2; NKR-P1.9; NKRP1; NKRP140; NKRP1B; NKRP1C,Hybridoma,Miltenyi
mouse,NK1.1,REA1162,130-120-507,APC,"NK1.1 Antibody, anti-mouse, REAfinity™",,,,,yes,no,,AI462337; CD161; KLRB1B; KLRB1C; LY-55C; LY-59; LY55C; LY59; NK-1; NK-1.2; NK-RP1; NK1; NK1.1; NK1.2; NKR-P1.9; NKRP1; NKRP140; NKRP1B; NKRP1C,REA,Miltenyi
mouse,NK1.1,REA1162,130-120-506,PE,"NK1.1 Antibody, anti-mouse, REAfinity™",,,,,yes,no,,AI462337; CD161; KLRB1B; KLRB1C; LY-55C; LY-59; LY55C; LY59; NK-1; NK-1.2; NK-RP1; NK1; NK1.1; NK1.2; NKR-P1.9; NKRP1; NKRP140; NKRP1B; NKRP1C,REA,Miltenyi
mouse,NKG2A/C/E,20d5,130-128-945,APC,"NKG2A/C/E Antibody, anti-mouse",,,,,yes,no,,CD159A; KLRC1; NKG2A; NKG2B,Hybridoma,Miltenyi
mouse,NKG2A/C/E,20d5,130-105-567,FITC,"NKG2A/C/E Antibody, anti-mouse",,,,,yes,no,,CD159A; KLRC1; NKG2A; NKG2B,Hybridoma,Miltenyi
mouse,NKG2A/C/E,REA1100,130-119-239,APC,"NKG2A/C/E Antibody, anti-mouse, REAfinity™",,,,,yes,no,,CD159A; KLRC1; NKG2A; NKG2B,REA,Miltenyi
mouse,NKG2A/C/E,REA1100,130-119-238,PE,"NKG2A/C/E Antibody, anti-mouse, REAfinity™",,,,,yes,no,,CD159A; KLRC1; NKG2A; NKG2B,REA,Miltenyi
human,NRAS,REAL1352,130-131-855,Vio B515,"NRAS Antibody, anti-human, REAdye_lease™",,,yes,,,,,NRAS; NS6; CMNS; KRAS; NCMS; ALPS4; N-ras; NRAS1,REAL,Miltenyi
human,Nucleophosmin,REAL823,130-129-682,FITC,"Nucleophosmin Antibody, anti-human, REAdye_lease™",,yes,yes,,,,,NPM1; B23; NPM,REAL,Miltenyi
"human, mouse, rat",O4,O4,130-118-978,APC,"O4 Antibody, anti-human/mouse/rat",,,no,,,yes,,,Hybridoma,Miltenyi
"human, mouse, rat",O4,O4,130-117-357,PE,"O4 Antibody, anti-human/mouse/rat",,,no,,,yes,,,Hybridoma,Miltenyi
"human, mouse, rat",O4,REA576,130-119-897,APC,"O4 Antibody, anti-human/mouse/rat, REAfinity™",,,no,,,yes,,,REA,Miltenyi
"human, mouse, rat",O4,REA576,130-117-711,PE,"O4 Antibody, anti-human/mouse/rat, REAfinity™",,,no,,,yes,,,REA,Miltenyi
"human, mouse",Oct-2,REA251,130-103-634,APC,"Oct-2 Antibody, anti-human/mouse, REAfinity™",yes,,no,,,yes,,OCT-2; OCT2; OCT2A; OCT2B; OCT2C; OCT2D; OTF-2; OTF2; POU2F2,REA,Miltenyi
"human, mouse",Oct-2,REA251,130-126-381,PE,"Oct-2 Antibody, anti-human/mouse, REAfinity™",yes,,no,,,yes,,OCT-2; OCT2; OCT2A; OCT2B; OCT2C; OCT2D; OTF-2; OTF2; POU2F2,REA,Miltenyi
human,OTX2,REA1178,130-121-186,FITC,"OTX2 Antibody, anti-human, REAfinity™",,yes,,,,,,CPHD6; MCOPS5; OTX2,REA,Miltenyi
human,OTX2,REA1178,130-121-187,PE,"OTX2 Antibody, anti-human, REAfinity™",,yes,,,,,,CPHD6; MCOPS5; OTX2,REA,Miltenyi
human,p120 Catenin pS879,REA548,130-108-843,APC,"p120 Catenin pS879 Antibody, anti-human, REAfinity™",no,no,yes,,,,,BCDS2; CAS; CTNND; CTNND1; P120; P120(CAS); P120(CTN); P120CAS; P120CTN,REA,Miltenyi
human,p120 Catenin pS879,REA548,130-126-522,PE,"p120 Catenin pS879 Antibody, anti-human, REAfinity™",no,no,yes,,,,,BCDS2; CAS; CTNND; CTNND1; P120; P120(CAS); P120(CTN); P120CAS; P120CTN,REA,Miltenyi
"human, mouse",p120 Catenin pT310,REA153,130-104-297,APC,"p120 Catenin pT310 Antibody, anti-human, REAfinity™",yes,no,no,,,,,AA409437; AU019353; BCDS2; CAS; CATNS; CTNND; CTNND1; MKIAA0384; P120; P120(CAS); P120(CTN); P120CAS; P120CTN,REA,Miltenyi
"human, mouse",p120 Catenin pT310,REA153,130-132-359,PE,"p120 Catenin pT310 Antibody, anti-human, REAfinity™",yes,no,no,,,,,AA409437; AU019353; BCDS2; CAS; CATNS; CTNND; CTNND1; MKIAA0384; P120; P120(CAS); P120(CTN); P120CAS; P120CTN,REA,Miltenyi
human,P4HB,REAL1534,130-133-326,PE,"P4HB Antibody, anti-human, REAdye_lease™",,,yes,,,,,P4HB; DSI; GIT; PDI; PHDB; PDIA1; PO4DB; PO4HB; PROHB; CLCRP1; ERBA2L; P4Hbeta,REAL,Miltenyi
human,P4HB,REAL1534,130-133-331,Vio B515,"P4HB Antibody, anti-human, REAdye_lease™",,,yes,,,,,P4HB; DSI; GIT; PDI; PHDB; PDIA1; PO4DB; PO4HB; PROHB; CLCRP1; ERBA2L; P4Hbeta,REAL,Miltenyi
human,p53,REA1132,130-119-503,APC,"p53 Antibody, anti-human, REAfinity™",yes,yes,yes,yes,,,,BCC7; LFS1; P53; TP53; TRP53,REA,Miltenyi
human,p53,REA1132,130-119-501,FITC,"p53 Antibody, anti-human, REAfinity™",yes,yes,yes,yes,,,,BCC7; LFS1; P53; TP53; TRP53,REA,Miltenyi
human,p53,REA1132,130-119-502,PE,"p53 Antibody, anti-human, REAfinity™",yes,yes,yes,yes,,,,BCC7; LFS1; P53; TP53; TRP53,REA,Miltenyi
human,p53,REAL658,130-124-178,PE,"p53 Antibody, anti-human, REAdye_lease™",yes,yes,yes,,,,,BCC7; LFS1; P53; TP53; TRP53,REAL,Miltenyi
"human, mouse, rat",p53,REA609,130-131-265,APC,"p53 Antibody, anti-human, REAfinity™",yes,no,yes,,,,,BBL; BCC7; BFY; BHY; LFS1; P44; P53; TP53; TRP53,REA,Miltenyi
"human, mouse, rat",p53,REA609,130-126-305,FITC,"p53 Antibody, anti-human, REAfinity™",yes,no,yes,,,,,BBL; BCC7; BFY; BHY; LFS1; P44; P53; TP53; TRP53,REA,Miltenyi
"human, mouse, rat",p53,REA609,130-123-560,PE,"p53 Antibody, anti-human, REAfinity™",yes,no,yes,,,,,BBL; BCC7; BFY; BHY; LFS1; P44; P53; TP53; TRP53,REA,Miltenyi
human,p53 pS15,REA825,130-112-621,APC,"p53 pS15 Antibody, anti-human, REAfinity™",,yes,,,,,,BCC7; LFS1; P53; TP53; TRP53,REA,Miltenyi
human,p53 pS15,REA825,130-112-620,PE,"p53 pS15 Antibody, anti-human, REAfinity™",,yes,,,,,,BCC7; LFS1; P53; TP53; TRP53,REA,Miltenyi
"human, mouse, rat",p70 S6 Kinase,REA843,130-112-736,APC,"p70 S6 Kinase Antibody, anti-human/mouse/rat, REAfinity™",,,,,yes,,,RPS6KB1; PS6K; S6K; S6K-BETA-1; S6K1; STK14A; P70 S6KA; P70(S6K)-ALPHA; P70-S6K; P70-ALPHA; 2610318I15RIK; AA959758; AI256796; AI314060; P70S6K1; P70 S6K-ALPHA; P70-S6K 1; P70/85S6K; P70S6K,REA,Miltenyi
"human, mouse, rat",p70 S6 Kinase,REA843,130-112-734,FITC,"p70 S6 Kinase Antibody, anti-human/mouse/rat, REAfinity™",,,,,yes,,,RPS6KB1; PS6K; S6K; S6K-BETA-1; S6K1; STK14A; P70 S6KA; P70(S6K)-ALPHA; P70-S6K; P70-ALPHA; 2610318I15RIK; AA959758; AI256796; AI314060; P70S6K1; P70 S6K-ALPHA; P70-S6K 1; P70/85S6K; P70S6K,REA,Miltenyi
"human, mouse, rat",p70 S6 Kinase,REA843,130-112-735,PE,"p70 S6 Kinase Antibody, anti-human/mouse/rat, REAfinity™",,,,,yes,,,RPS6KB1; PS6K; S6K; S6K-BETA-1; S6K1; STK14A; P70 S6KA; P70(S6K)-ALPHA; P70-S6K; P70-ALPHA; 2610318I15RIK; AA959758; AI256796; AI314060; P70S6K1; P70 S6K-ALPHA; P70-S6K 1; P70/85S6K; P70S6K,REA,Miltenyi
human,Pan-Actin,REAL563,130-122-857,FITC,"Pan-Actin Antibody, anti-human, REAdye_lease™",yes,yes,yes,,,,,ACTA1; ACTA; ASMA; CFTD; CFTD1; CFTDM; MPFD; NEM1; NEM2; NEM3; SHPM,REAL,Miltenyi
human,Pan-Actin,REAL563,130-122-865,PE,"Pan-Actin Antibody, anti-human, REAdye_lease™",yes,no,yes,,,,,ACTA1; ACTA; ASMA; CFTD; CFTD1; CFTDM; MPFD; NEM1; NEM2; NEM3; SHPM,REAL,Miltenyi
human,Pan-Cytokeratin,REA1141,130-120-096,APC,"Pan-Cytokeratin Antibody, anti-human, REAfinity™",,,yes,yes,,,,39.1; CARD2; CK-17; CK-6B; CK-6C; CK-6E; CK-8; CK19; CK5; CK6A; CK6B; CK6C; CK6D; CK8; CYK8; DDD; DDD1; EBS2; K17; K19; K1CS; K2C8; K5A; K6A; K6B; K6C; K6D; K6E; K8; KO; KRT17; KRT19; KRT5; KRT6A; KRT6B; KRT6C; KRT6D; KRT6E; KRT8; KRTL1; PC; PC2; PC3; PC4; PCHC1; PPKNEFD,REA,Miltenyi
human,Pan-Cytokeratin,REA1141,130-120-094,FITC,"Pan-Cytokeratin Antibody, anti-human, REAfinity™",,,yes,yes,,,,39.1; CARD2; CK-17; CK-6B; CK-6C; CK-6E; CK-8; CK19; CK5; CK6A; CK6B; CK6C; CK6D; CK8; CYK8; DDD; DDD1; EBS2; K17; K19; K1CS; K2C8; K5A; K6A; K6B; K6C; K6D; K6E; K8; KO; KRT17; KRT19; KRT5; KRT6A; KRT6B; KRT6C; KRT6D; KRT6E; KRT8; KRTL1; PC; PC2; PC3; PC4; PCHC1; PPKNEFD,REA,Miltenyi
human,Pan-Cytokeratin,REA1141,130-120-095,PE,"Pan-Cytokeratin Antibody, anti-human, REAfinity™",,,yes,yes,,,,39.1; CARD2; CK-17; CK-6B; CK-6C; CK-6E; CK-8; CK19; CK5; CK6A; CK6B; CK6C; CK6D; CK8; CYK8; DDD; DDD1; EBS2; K17; K19; K1CS; K2C8; K5A; K6A; K6B; K6C; K6D; K6E; K8; KO; KRT17; KRT19; KRT5; KRT6A; KRT6B; KRT6C; KRT6D; KRT6E; KRT8; KRTL1; PC; PC2; PC3; PC4; PCHC1; PPKNEFD,REA,Miltenyi
"human, mouse, rat",Parvalbumin,REA1126,130-119-506,APC,"Parvalbumin Antibody, anti-human/mouse/rat, REAfinity™",,,,,,yes,,D22S749; PALB1; PARV; PV; PVA; PVALB,REA,Miltenyi
"human, mouse, rat",Parvalbumin,REA1126,130-119-504,FITC,"Parvalbumin Antibody, anti-human/mouse/rat, REAfinity™",,,,,,yes,,D22S749; PALB1; PARV; PV; PVA; PVALB,REA,Miltenyi
"human, mouse",PAX-5 (BSAP),REA140,130-131-892,APC,"PAX-5 (BSAP) Antibody, anti-human/mouse, REAfinity™",no,no,yes,,no,no,,ALL3; BSAP; EBB-1; KLP; PAX-5; PAX5,REA,Miltenyi
"human, mouse",PAX-5 (BSAP),REA140,130-126-371,PE,"PAX-5 (BSAP) Antibody, anti-human/mouse, REAfinity™",no,no,yes,,no,no,,ALL3; BSAP; EBB-1; KLP; PAX-5; PAX5,REA,Miltenyi
"human, mouse, rat",PCNA,REA858,130-114-513,APC,"PCNA Antibody, anti-human/mouse/rat, REAfinity™",,,yes,yes,yes,,,ATLD2; PCNA; PCNAR/CYCLIN,REA,Miltenyi
"human, mouse, rat",PCNA,REA858,130-114-511,FITC,"PCNA Antibody, anti-human/mouse/rat, REAfinity™",,,yes,yes,yes,,,ATLD2; PCNA; PCNAR/CYCLIN,REA,Miltenyi
"human, mouse, rat",PCNA,REA858,130-114-512,PE,"PCNA Antibody, anti-human/mouse/rat, REAfinity™",,,yes,yes,yes,,,ATLD2; PCNA; PCNAR/CYCLIN,REA,Miltenyi
human,Perforin,REAL787,130-125-274,PE,"Perforin Antibody, anti-human, REAdye_lease™",yes,yes,,,,,,HPLH2; P1; PFP; PRF1,REAL,Miltenyi
human,Perforin,REAL787,130-136-751,Vio B515,"Perforin Antibody, anti-human, REAdye_lease™",,yes,,,,,,HPLH2; P1; PFP; PRF1,REAL,Miltenyi
human,Perforin,REAL787,130-137-256,Vio R667,"Perforin Antibody, anti-human, REAdye_lease™",,yes,,,,,,HPLH2; P1; PFP; PRF1,REAL,Miltenyi
human,PGP9.5 (UCH-L1),REAL1239,130-129-894,PE,"PGP9.5 (UCH-L1) Antibody, anti-human, REAdye_lease™",,,yes,,,,,UCHL1; NDGOA; PARK5; PGP95; SPG79; PGP9.5; UCHL-1; Uch-L1; HEL-117; PGP 9.5; HEL-S-53,REAL,Miltenyi
human,Phospholamban,REAL773,130-129-695,PE,"Phospholamban Antibody, anti-human, REAdye_lease™",yes,yes,yes,,,,,PLN; PLB; CMD1P; CMH18,REAL,Miltenyi
human,Phospholamban,REAL773,130-135-436,Vio B515,"Phospholamban Antibody, anti-human, REAdye_lease™",,yes,yes,,,,,PLN; PLB; CMD1P; CMH18,REAL,Miltenyi
human,Phospholamban,REAL773,130-136-706,Vio R667,"Phospholamban Antibody, anti-human, REAdye_lease™",,yes,yes,,,,,PLN; PLB; CMD1P; CMH18,REAL,Miltenyi
human,PI3K p85 α,REAL589,130-124-785,APC,"PI3K p85 α Antibody, anti-human, REAdye_lease™",,no,yes,,,,,PIK3R1; PIK3R1,REAL,Miltenyi
human,PI3K p85 α,REAL589,130-124-781,PE,"PI3K p85 α Antibody, anti-human, REAdye_lease™",,no,yes,,,,,PIK3R1; PIK3R1,REAL,Miltenyi
mouse,PIR-A/B,REA472,130-106-962,APC,"PIR-A/B Antibody, anti-mouse, REAfinity™",,,,,yes,no,,6M21; GP91; LILRB3; LIR-3; LY89; PIR; PIR-A1; PIR-B; PIRA1; PIRB,REA,Miltenyi
mouse,PIR-A/B,REA472,130-106-961,PE,"PIR-A/B Antibody, anti-mouse, REAfinity™",,,,,yes,no,,6M21; GP91; LILRB3; LIR-3; LY89; PIR; PIR-A1; PIR-B; PIRA1; PIRB,REA,Miltenyi
"human, mouse, rat",PKCα,REA156,130-132-430,APC,"PKCα Antibody, anti-human, REAfinity™",yes,no,yes,,yes,no,,AAG6; AI875142; PKC-ALPHA; PKCA; PRKACA; PRKCA,REA,Miltenyi
"human, mouse, rat",PKCα,REA156,130-126-372,PE,"PKCα Antibody, anti-human, REAfinity™",yes,no,yes,,yes,no,,AAG6; AI875142; PKC-ALPHA; PKCA; PRKACA; PRKCA,REA,Miltenyi
human,PLAP,REA1089,130-118-303,APC,"PLAP Antibody, anti-human, REAfinity™",yes,,yes,,,,,ALP; ALPI; ALPP; IAP; PALP; PLAP; PLAP-1,REA,Miltenyi
human,PLAP,REA1089,130-118-301,FITC,"PLAP Antibody, anti-human, REAfinity™",yes,,yes,,,,,ALP; ALPI; ALPP; IAP; PALP; PLAP; PLAP-1,REA,Miltenyi
human,PLAP,REA1089,130-118-302,PE,"PLAP Antibody, anti-human, REAfinity™",yes,,yes,,,,,ALP; ALPI; ALPP; IAP; PALP; PLAP; PLAP-1,REA,Miltenyi
human,PLAP,REAL698,130-126-569,APC,"PLAP Antibody, anti-human, REAdye_lease™",yes,,yes,,,,,ALP; ALPI; ALPP; IAP; PALP; PLAP; PLAP-1,REAL,Miltenyi
human,PLAP,REAL698,130-126-571,FITC,"PLAP Antibody, anti-human, REAdye_lease™",yes,,yes,,,,,ALP; ALPI; ALPP; IAP; PALP; PLAP; PLAP-1,REAL,Miltenyi
human,PLAP,REAL698,130-126-573,PE,"PLAP Antibody, anti-human, REAdye_lease™",yes,,yes,,,,,ALP; ALPI; ALPP; IAP; PALP; PLAP; PLAP-1,REAL,Miltenyi
human,Plasma Cell,REA908,130-115-225,APC,"Plasma Cell Antibody, anti-human, REAfinity™",yes,yes,yes,,,,,CKAP4; CLIMP-63; ERGIC-63; P63,REA,Miltenyi
human,Plasma Cell,REA908,130-115-223,FITC,"Plasma Cell Antibody, anti-human, REAfinity™",yes,yes,yes,,,,,CKAP4; CLIMP-63; ERGIC-63; P63,REA,Miltenyi
human,Plasma Cell,REA908,130-115-224,PE,"Plasma Cell Antibody, anti-human, REAfinity™",yes,yes,yes,,,,,CKAP4; CLIMP-63; ERGIC-63; P63,REA,Miltenyi
human,Plexin-B2,REA626,130-134-112,APC,"Plexin-B2 Antibody, anti-human, REAfinity™",yes,yes,no,,,,,DJ402G11.3; MM1; NBLA00445; PLEXB2; PLXNB2,REA,Miltenyi
human,Plexin-B2,REA626,130-126-532,PE,"Plexin-B2 Antibody, anti-human, REAfinity™",yes,yes,no,,,,,DJ402G11.3; MM1; NBLA00445; PLEXB2; PLXNB2,REA,Miltenyi
mouse,Plexin-B2,REA445,130-106-336,APC,"Plexin-B2 Antibody, anti-mouse, REAfinity™",,,,,yes,,,DEBT; PLEXIN-B2; PLXNB2,REA,Miltenyi
mouse,Plexin-B2,REA445,130-136-734,PE,"Plexin-B2 Antibody, anti-mouse, REAfinity™",,,,,yes,,,DEBT; PLEXIN-B2; PLXNB2,REA,Miltenyi
human,Plexin-D1,REA542,130-108-297,APC,"Plexin-D1 Antibody, anti-human, REAfinity™",no,yes,no,,,,,PLEXD1; PLXND1,REA,Miltenyi
human,Plexin-D1,REA542,130-126-520,PE,"Plexin-D1 Antibody, anti-human, REAfinity™",no,yes,no,,,,,PLEXD1; PLXND1,REA,Miltenyi
"human, mouse, rat",PLP,REA1155,130-120-275,APC,"PLP Antibody, anti-human/mouse/rat, REAfinity™",yes,yes,yes,,,yes,,DM20; GPM6C; HLD1; JIMPY; JP; MMPL; MSD; PLP; PLP/DM20; PLP1; PMD; RSH; SPG2,REA,Miltenyi
"human, mouse, rat",PLP,REA1155,130-120-273,FITC,"PLP Antibody, anti-human/mouse/rat, REAfinity™",yes,yes,yes,,,yes,,DM20; GPM6C; HLD1; JIMPY; JP; MMPL; MSD; PLP; PLP/DM20; PLP1; PMD; RSH; SPG2,REA,Miltenyi
"human, mouse, rat",PLP,REA1155,130-120-274,PE,"PLP Antibody, anti-human/mouse/rat, REAfinity™",yes,yes,yes,,,yes,,DM20; GPM6C; HLD1; JIMPY; JP; MMPL; MSD; PLP; PLP/DM20; PLP1; PMD; RSH; SPG2,REA,Miltenyi
"human, mouse, rat",PLP,REAL830,130-127-942,FITC,"PLP Antibody, anti-human/mouse/rat, REAdye_lease™",yes,yes,yes,,,yes,,DM20; GPM6C; HLD1; JIMPY; JP; MMPL; MSD; PLP; PLP/DM20; PLP1; PMD; RSH; SPG2,REAL,Miltenyi
"human, mouse, rat",PLP,REAL830,130-127-938,PE,"PLP Antibody, anti-human/mouse/rat, REAdye_lease™",no,yes,yes,,,no,,DM20; GPM6C; HLD1; JIMPY; JP; MMPL; MSD; PLP; PLP/DM20; PLP1; PMD; RSH; SPG2,REAL,Miltenyi
human,Podocalyxin,REAL1394,130-132-933,Vio B515,"Podocalyxin Antibody, anti-human, REAdye_lease™",,yes,,,,,,GP200; PC; PCLP; PCLP-1; PODXL,REAL,Miltenyi
human,Podoplanin,REA446,130-126-165,APC,"Podoplanin Antibody, anti-human, REAfinity™",yes,no,yes,yes,,,,AGGRUS; GP36; GP38; GP40; HT1A-1; OTS8; PA2.26; PDPN; T1A; T1A-2; T1A2; TI1A,REA,Miltenyi
human,Podoplanin,REA446,130-117-687,PE,"Podoplanin Antibody, anti-human, REAfinity™",yes,no,yes,yes,,,,AGGRUS; GP36; GP38; GP40; HT1A-1; OTS8; PA2.26; PDPN; T1A; T1A-2; T1A2; TI1A,REA,Miltenyi
human,Podoplanin,REAL468,130-125-009,FITC,"Podoplanin Antibody, anti-human, REAlease®",yes,yes,no,,,,,AGGRUS; GP36; GP38; GP40; HT1A-1; OTS8; PA2.26; PDPN; T1A; T1A-2; T1A2; TI1A,REAL,Miltenyi
human,Podoplanin,REAL468,130-121-373,PE,"Podoplanin Antibody, anti-human, REAlease®",yes,yes,yes,,,,,AGGRUS; GP36; GP38; GP40; HT1A-1; OTS8; PA2.26; PDPN; T1A; T1A-2; T1A2; TI1A,REAL,Miltenyi
mouse,Podoplanin,REAL1387,130-132-849,PE,"Podoplanin Antibody, anti-mouse, REAdye_lease™",,,,,,yes,,Pdpn: E11; T1a; Gp38; OTS-8; T1alpha; RANDAM-2; T1-alpha,REAL,Miltenyi
mouse,Podoplanin,REAL1387,130-132-855,Vio B515,"Podoplanin Antibody, anti-mouse, REAdye_lease™",,,,,,yes,,Pdpn: E11; T1a; Gp38; OTS-8; T1alpha; RANDAM-2; T1-alpha,REAL,Miltenyi
human,POMC (ACTH),REAL1438,130-132-789,PE,"POMC (ACTH) Antibody, anti-human, REAdye_lease™",,,yes,,,,,POMC; LPH; MSH; NPP; POC; ACTH; CLIP; OBAIRH,REAL,Miltenyi
human,POMC (ACTH),REAL1438,130-132-797,Vio B515,"POMC (ACTH) Antibody, anti-human, REAdye_lease™",,,yes,,,,,POMC; LPH; MSH; NPP; POC; ACTH; CLIP; OBAIRH,REAL,Miltenyi
human,Progesterone Receptor,REA1386,130-136-367,PE,"Progesterone Receptor Antibody, anti-human, REAfinity™",,,yes,,,,,PGR; PR; NR3C3,REA,Miltenyi
human,Prostate-specific antigen,REAL1030,130-133-323,Vio B515,"Prostate-specific antigen Antibody, anti-human, REAdye_lease™",,,yes,,,,,KLK3; APS; PSA; hK3; KLK2A1,REAL,Miltenyi
"human, mouse, rat",PSA-NCAM,2-2B,130-120-437,APC,"PSA-NCAM Antibody, anti-human/mouse/rat",,yes,no,,,yes,,CD56; E-NCAM; MSK39; N-CAM; N-CAM-1; NCAM; NCAM-1; NCAM-C; NCAM1; NCAMC,Hybridoma,Miltenyi
"human, mouse, rat",PSA-NCAM,2-2B,130-117-394,PE,"PSA-NCAM Antibody, anti-human/mouse/rat",,yes,no,,,yes,,CD56; E-NCAM; MSK39; N-CAM; N-CAM-1; NCAM; NCAM-1; NCAM-C; NCAM1; NCAMC,Hybridoma,Miltenyi
human,PSMD1,REAL1227,130-132-385,Vio B515,"PSMD1 Antibody, anti-human, REAdye_lease™",,yes,yes,,,,,PSMD1; S1; P112; Rpn2,REAL,Miltenyi
